116105120	MD	0107	2024-01-02T12:25	25000	0	48.449745262235	27.41064918396095
116122968	MD	0107	2024-01-02T12:25	25000	13600	48.449745262235	27.410760759972106
116135871	RO	919	2024-01-05T13:30	30000	0	48.540672180848006	26.478995519944213
116143259	RO	887	2024-01-07T23:20	4500	0	48.13575242334842	26.253461357688586
116167456	RO	919	2024-01-01T22:45	30000	0	48.509746532447	26.490054459972107
116167457	RO	919	2024-01-01T22:45	30000	0	48.509746532447	26.490166035983265
116172458	MD	0517	2024-01-02T22:20	500	3400	46.78783746621086	29.95949011202248
116191291	PL	279	2024-01-10T04:35	1000	3400	49.09597809876453	22.906023566109685
116196138	MD	0122	2024-01-04T19:35	30	11900	48.44441169443509	27.69237439523807
116196139	MD	0122	2024-01-04T19:35	30	8500	48.44441169443509	27.692485971249226
116196140	MD	0122	2024-01-04T19:35	30	8500	48.44441169443509	27.692597547260384
116196141	MD	0122	2024-01-04T19:35	30	8500	48.44441169443509	27.69270912327154
116196142	MD	0122	2024-01-04T19:35	30	8500	48.44448355932909	27.69237439523807
116196144	MD	0122	2024-01-04T19:35	30	8500	48.44448355932909	27.692485971249226
116196145	MD	0122	2024-01-04T19:35	30	8500	48.44448355932909	27.692597547260384
116196146	MD	0122	2024-01-04T19:35	30	8500	48.44448355932909	27.69270912327154
116196147	MD	0122	2024-01-04T19:35	30	8500	48.44455542422309	27.69237439523807
116196148	MD	0122	2024-01-04T19:35	30	8500	48.44455542422309	27.692485971249226
116199011	MD	0107	2024-01-04T22:00	25000	13600	48.449745262235	27.41109548800558
116199012	MD	0107	2024-01-04T22:00	25000	13600	48.449745262235	27.411207064016736
116199015	MD	0107	2024-01-03T15:40	25000	8500	48.449745262235	27.411318640027893
116199016	MD	0107	2024-01-03T15:40	25000	8500	48.449745262235	27.41143021603905
116199688	RO	207	2024-01-04T17:45			48.029056135106	23.432173223988844
116214347	RO	919	2024-01-02T14:30	30000	0	48.540672180848006	26.479441823988843
116214352	RO	919	2024-01-03T12:20	30000	0	48.540672180848006	26.479888128033473
116214353	RO	919	2024-01-04T15:45	30000	0	48.540672180848006	26.47999970404463
116214355	RO	919	2024-01-03T14:35	30000	0	48.540672180848006	26.480222856066945
116217411	MD		2024-01-03T20:10	500	8500	46.795028270212	29.972908752022313
116217413	MD	0517	2024-01-07T03:40	900	3400	46.78831431881253	29.965171362936193
116217415	MD		2024-01-04T18:30	11000	8500	46.893314535106	30.037242723988843
116217417	MD	0528	2024-01-06T13:40	1500	3400	46.728182970247516	29.98701868877499
116217423	MD	0517	2024-01-07T18:55	10000	8500	46.78566800023035	30.08576820343456
116222442	RO	919	2024-01-10T13:35	30000	0	48.540672180848006	26.48044600808926
116225107	MD	0107	2024-01-03T15:40	25000	8500	48.449745262235	27.41154179205021
116225131	MD	919	2024-01-10T13:30	30000	0	48.540672180848006	26.480557584100417
116225132	RO	919	2024-01-10T13:20	30000	0	48.540672180848006	26.480669160111578
116225133	RO	919	2024-01-10T13:15	30000	0	48.540672180848006	26.480780736122735
116225134	RO	919	2024-01-10T13:10	30000	0	48.540744045742	26.478214487866108
116225135	RO	919	2024-01-10T13:05	30000	0	48.540744045742	26.478326063877265
116225136	RO	919	2024-01-10T13:00	30000	0	48.540744045742	26.478437639888423
116225138	RO	919	2024-01-10T13:35	30000	0	48.540744045742	26.47866079191074
116226799	PL	450	2024-01-05T07:50		8500	49.57389999999999	22.786299052022315
116226800	PL	450	2024-01-05T07:50		8500	49.57389999999999	22.786410628033472
116227841	MD	0509	2024-01-05T15:10	10	3400	46.82373029166249	29.971924268409786
116227842	MD	0511	2024-01-06T15:40	2000	3400	46.82314005674005	30.00275523115529
116227845	MD	0511	2024-01-06T19:55	0	3400	46.81615111215684	29.978380499861736
116227847	MD	0509	2024-01-07T19:35	10	3400	46.82373029166249	29.972035844420944
116227852	MD	0514	2024-01-03T20:10	500	8500	46.803920105505625	29.941287246542775
116227854	MD	0517	2024-01-04T05:40	300	8500	46.78651129538295	29.95776789933365
116227861	MD	0509	2024-01-05T19:05	3000	3400	46.79753989639997	29.981537117688067
116227865	MD	0508	2024-01-05T21:00	0	3400	46.8315011558179	29.968033098653358
116227873	RO	05028	2024-01-06T14:35	1500	8500	46.7306768	29.980114747977684
116227874	MD	0514	2024-01-03T20:10	500	8500	46.803920105505625	29.941398822553932
116243867	MD	0107	2024-01-09T13:30	25000	13600	48.449745262235	27.411653368061366
116243868	MD	0107	2024-01-08T14:40	25000	13600	48.449745262235	27.411764944072523
116243869	MD	0107	2024-01-08T14:40	25000	13600	48.449817127128995	27.41020287991632
116243870	MD	0107	2024-01-09T13:30	25000	13600	48.449817127128995	27.410314455927477
116251664	RO	838	2024-01-01T16:20	150	3400	47.98420287577309	26.030628693199564
116255051	HU	329	2024-01-01T00:30	300	8500	48.35589162449746	22.32046192458996
116255949	RO	05028	2024-01-06T14:35	1500	8500	46.7306768	29.98022632398884
116255950	MD	0517	2024-01-04T05:40	300	8500	46.78658316027695	29.957656323322492
116255951	MD		2024-01-04T18:30	11000	8500	46.893314535106	30.0373543
116255952	MD	0517	2024-01-06T03:50	500	3400	46.78783746621086	29.959601688033636
116255953	MD	0507	2024-01-04T19:50	9000	3400	46.80223604759034	30.065579298017884
116256049	PL	450	2024-01-05T07:50		8500	49.573971864893984	22.78562959595537
116270912	MD	0002	2024-01-03T13:30	100	8500	48.26348944993001	26.624803064959938
116270913	MD	0002	2024-01-03T13:30	100	8500	48.26348944993001	26.624914640971095
