116098236	MD	0760	2024-01-02T18:40	2024-01-05	500	8500	45.721161	28.563832
116098238	MD	0760	2024-01-02T18:40	2024-01-05	500	8500	45.721161	28.564111
116098241	MD	0760	2024-01-02T18:40	2024-01-05	500	8500	45.721341	28.563832
116105120	MD	0107/6	2024-01-02T12:25	2024-01-05	25000	0	48.450015	27.409506
116122968	MD	0107/6	2024-01-02T12:25	2024-01-08	25000	13600	48.450015	27.409785
116143259	RO	887	2024-01-07T23:20	2024-01-09	4500	0	48.115177	26.225561
116143260	RO	887	2024-01-07T23:23	2024-01-09	4500	8500	48.115177	26.22584
116143578	MD		2024-01-03T18:00	2024-01-09		3400	48.464674	27.762334
116167456	RO	919	2024-01-01T22:45	2024-01-10	30000	0	48.53954	26.47774
116167457	RO	919	2024-01-01T22:45	2024-01-10	30000	0	48.53954	26.478019
116172458	MD	0517	2024-01-02T22:20	2024-01-10	500	3400	46.787715	29.95934
116191291	PL	279	2024-01-10T04:35	2024-01-11	1000	3400	49.095071	22.906441
116196138	MD	0122	2024-01-04T19:35	2024-01-11	30	11900	48.444603	27.692792
116196139	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444603	27.693071
116196140	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444603	27.69335
116196141	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444603	27.693629
116196142	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444782	27.692792
116196144	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444782	27.693071
116196145	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444782	27.69335
116196146	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444782	27.693629
116196147	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444962	27.692792
116196148	MD	0122	2024-01-04T19:35	2024-01-11	30	8500	48.444962	27.693071
116196894	MD	0279/6	2024-01-07T06:30	2024-01-11	10000	8500	48.098988	29.12496
116196896	MD	0285	2024-01-07T19:15	2024-01-11	5000	13600	47.905403	29.239598
116199011	MD	0107/6	2024-01-04T22:00	2024-01-11	25000	13600	48.450015	27.410622
116199012	MD	0107/6	2024-01-04T22:00	2024-01-11	25000	13600	48.450015	27.410901
116199015	MD	0107/6	2024-01-03T15:40	2024-01-11	25000	8500	48.450015	27.411179
116199016	MD	0107/6	2024-01-03T15:40	2024-01-11	25000	8500	48.450015	27.411458
116199688	RO	207	2024-01-04T17:45	2024-01-11		4250	48.028948	23.431727
116214347	RO	919	2024-01-02T14:30	2024-01-12	30000	0	48.53954	26.479414
116214352	RO	919	2024-01-03T12:20	2024-01-12	30000	0	48.53954	26.480529
116214353	RO	919	2024-01-04T15:45	2024-01-12	30000	0	48.53954	26.480808
116214355	RO	919	2024-01-03T14:35	2024-01-12	30000	0	48.53954	26.481366
116217411	MD	0514	2024-01-03T20:10	2024-01-12	500	8500	46.80392	29.941179
116217413	MD	0517/9	2024-01-07T03:40	2024-01-12	900	3400	46.788275	29.964959
116217415	MD	0495	2024-01-04T18:30	2024-01-12	11000	8500	46.893206	30.037075
116217417	MD	0528	2024-01-06T13:40	2024-01-12	1500	3400	46.735577	29.990679
116217423	MD	0517	2024-01-07T18:55	2024-01-12	10000	8500	46.785614	30.085685
116222442	RO	919	2024-01-02T14:30	2024-01-12	30000	0	48.53954	26.481924
116225107	MD	0107/6	2024-01-03T15:40	2024-01-12	25000	8500	48.450015	27.411737
116225131	RO	919	2024-01-03T11:35	2024-01-12	30000	0	48.53954	26.482203
116225138	RO	919	2024-01-02T14:30	2024-01-12	30000	0	48.53972	26.476345
116227841	MD	0509	2024-01-05T15:10	2024-01-12	10	3400	46.823622	29.971589
116227842	MD	0511	2024-01-06T15:40	2024-01-12	2000	3400	46.819185	30.00432
116227845	MD	0511	2024-01-06T19:55	2024-01-12	0	3400	46.81599	29.97813
116227847	MD	0509	2024-01-07T19:35	2024-01-12	10	3400	46.823622	29.971868
116227852	MD	0514	2024-01-03T20:10	2024-01-12	500	8500	46.80392	29.941458
116227854	MD	0517/10	2024-01-04T05:40	2024-01-12	300	8500	46.786314	29.957629
116227861	MD	0509	2024-01-05T19:05	2024-01-12	3000	3400	46.838966	30.004377
116227865	MD	0508	2024-01-05T21:00	2024-01-12	0	3400	46.831393	29.967866
116227873	RO	5028	2024-01-06T14:35	2024-01-12	1500	8500	46.730587	29.980199
116227874	MD	0514	2024-01-03T20:10	2024-01-12	500	8500	46.8041	29.941179
116243867	MD	0107/6	2024-01-09T13:30	2024-01-15	25000	13600	48.450015	27.412016
116243868	MD	0107/6	2024-01-08T14:40	2024-01-15	25000	13600	48.450015	27.412295
116243869	MD	0107/6	2024-01-08T14:40	2024-01-15	25000	13600	48.450015	27.412574
116243870	MD	0107/6	2024-01-09T13:30	2024-01-15	25000	13600	48.450015	27.412853
116247290	MD	0467	2024-01-05T01:00	2024-01-15	27500	8500	47.080624	29.943322
116247293	MD	0467	2024-01-05T01:10	2024-01-15	27500	8500	47.080624	29.943601
116251664	RO	838	2024-01-01T16:20	2024-01-15	150	3400	47.984377	26.028138
