102406212	SK	273	2022-01-01T02:25	2022-01-06	500	8500	48.675876	22.319545
102406217	SK	273	2022-01-01T02:25	2022-01-06	500		48.675876	22.319545
102441487	SK	302	2022-01-04T14:06	2022-01-10	200	3400	48.646716	22.256628
102469222	PL	365	2022-01-07T07:40	2022-01-12	2000	8500	49.28839	22.770562
102472505	RU		2022-01-06T03:15	2022-01-12	8000	8500	50.284234	36.932943
102472506	RU		2022-01-06T03:15	2022-01-12	8000	8500	50.284234	36.932943
102475424	PL	365	2022-01-07T07:40	2022-01-12	2000	8500	49.28839	22.770562
102495463	RU		2022-01-06T03:15	2022-01-13	8000	8500	50.284234	36.932943
102495464	RU		2022-01-06T03:15	2022-01-13	8000	8500	50.284234	36.932943
102495488	RU		2022-01-08T06:32	2022-01-13		0	50.109721	36.115503
102506431	PL	127	2022-01-09T17:00	2022-01-13	10	3400	49.050695	22.707756
102506944	SK	308	2022-01-06T02:30	2022-01-13	100	8500	48.629561	22.243481
102506953	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.659025	22.279454
102506981	SK	308	2022-01-06T02:30	2022-01-13	100	8500	48.629561	22.243481
102507074	SK	330	2022-01-08T01:39	2022-01-13	100	3400	48.56717	22.162309
102507080	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.659025	22.279454
102507082	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.659025	22.279454
102507084	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.659025	22.279454
102507085	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.659025	22.279454
102511797	PL	508	2022-01-01T11:45	2022-01-13	100	8500	49.795905	22.942742
102511800	PL	508	2022-01-01T11:40	2022-01-13	100	8500	49.795905	22.942742
102512306	PL	367	2022-01-07T07:30	2022-01-13		8500	49.154057	23.028006
102512309	PL	367	2022-01-07T07:30	2022-01-13		8500	49.154057	23.028006
102512311	PL	367	2022-01-07T07:30	2022-01-13		8500	49.154057	23.028006
