108246171	MD	0738	2023-01-03T14:50	2023-01-06	400	0	46.000766	28.982431
108246172	MD	0738	2023-01-03T14:50	2023-01-06	400	0	46.000766	28.982431
108274483	RO	262	2023-01-03T13:10	2023-01-09	80	0	48.007203	23.602246
108287850	RO	866	2023-01-05T14:05	2023-01-10	4000	3400	48.03427	26.15436
108297570	MD	0528	2023-01-07T18:40	2023-01-11	1500	3400	46.735218	29.992074
108297571	MD	0528	2023-01-07T18:40	2023-01-11	1500	3400	46.735218	29.992074
108297572	MD	0511	2023-01-03T20:30	2023-01-11	20	8500	46.816116	29.978708
108297602	MD	0648	2023-01-09T11:05	2023-01-11	10	3400	46.360828	29.580235
108308246	MD	0757	2023-01-09T23:50	2023-01-12	150	8500	45.770701	28.591876
108313628	RO	842	2023-01-03T14:35	2023-01-12	1500	3400	48.001436	26.05888
108324375	PL	643	2023-01-03T09:50	2023-01-12	1000	3400	50.257235	23.585709
108324376	PL		2023-01-07T02:10	2023-01-12		3400	50.226093	23.617216
108324378	PL	641	2023-01-01T09:10	2023-01-12	900	3400	50.251832	23.568368
108325743	MD	0511	2023-01-03T20:30	2023-01-12	20	8500	46.816116	29.978708
108325745	MD	0528	2023-01-02T13:20	2023-01-12	1500	3400	46.735218	29.992074
108325750	MD	0528	2023-01-06T18:00	2023-01-12	1500	3400	46.735218	29.992074
108325751	MD	0528	2023-01-07T18:40	2023-01-12	1500	3400	46.735218	29.992074
108325752	MD	0517/8	2023-01-05T18:30	2023-01-12	500	3400	46.78758	29.959954
108325753	MD	0512	2023-01-07T21:25	2023-01-12	500	3400	46.813082	29.963197
108326190	MD	0645/11	2023-01-05T01:40	2023-01-12	200	8500	46.355167	29.636354
108336054	RO	31	2023-01-06T15:25	2023-01-12	1500	3400	48.007791	22.981378
108336591	RO	320	2023-01-05T11:20	2023-01-13		3400	48.05459	24.212894
108336592	RO	320	2023-01-06T01:00	2023-01-13		8500	48.05459	24.212894
108336593	RO	320	2023-01-03T16:00	2023-01-13		0	48.05459	24.212894
108336602	RO	320	2023-01-06T09:50	2023-01-13		8500	48.05459	24.212894
108336603	RO	320	2023-01-06T09:50	2023-01-13		8500	48.05459	24.212894
108336620	RO		2023-01-06T21:00	2023-01-13			47.955709	23.877579
108348951	MD	0757	2023-01-09T23:50	2023-01-13	150	8500	45.770701	28.591876
108352440	PL	436	2023-01-07T13:30	2023-01-13	3000	3400	49.521185	22.689357
108355821	RO	809	2023-01-08T04:45	2023-01-13	20	3400	47.963953	25.825722
108356758	MD	0512	2023-01-10T19:30	2023-01-13	20	3400	46.817288	29.961778
108356764	MD	0512	2023-01-08T18:20	2023-01-13	2500	8500	46.796363	29.973058
108356765	MD	0512	2023-01-08T18:20	2023-01-13	2500	8500	46.796363	29.973058
108356773	MD	0512	2023-01-08T16:45	2023-01-13	12000	3400	46.854624	30.074944
108368146	HU	202	2023-01-06T14:55	2023-01-16	300	арешт	48.199665	22.560269
108373210	RO	251	2023-01-03T19:00	2023-01-16	800	11050	48.013394	23.51599
