19	47.98453989573764	22.94007220874307
20	47.9950689638904	22.93791176011861
21	47.99869130692881	22.93518616262193
22	47.99923683613359	22.92902789903753
24	48.00413287444735	22.92260985518034
25	48.0064396606303	22.92026541424406
26	48.01428910881958	22.92171250259324
27	48.0186392167127	22.92720353721862
28	48.01625353031363	22.94423779825692
29	48.01190446820478	22.94999321781188
30	48.01279323674269	22.95085995777844
31	48.00706728707878	22.96122686142979
32	48.01109085097239	22.96260016241298
33	48.00965130281501	22.97777642491353
34	48.0066235751969	22.97695261594844
35	48.00512782641228	22.98699261202824
36	48.00361825929513	22.98651104791565
37	48.00274439483602	22.99214735256496
38	48.00413614367159	22.99246595220327
39	48.00071749130479	22.99619284249165
40	47.99582523520431	22.99697267671898
41	47.99557817622857	23.00096476317557
42	47.99540389087176	23.00255033649203
103	48.09035063045979	23.12670660951211
106	48.09429910570937	23.13738165974932
107	48.09414697210588	23.13921498384983
108	48.09664285195821	23.14081592874724
110	48.09910430300125	23.14658772484745
111	48.10534527912342	23.14857358831348
112	48.11187768718019	23.15111228576366
133	48.10298006773574	23.1857488985599
134	48.10136989965347	23.18658396994256
135	48.0993484860916	23.18968059331708
145	48.09167341228708	23.23560842094257
146	48.09358709749066	23.24151572049749
147	48.09144042445281	23.2465824656564
148	48.09773419145296	23.25036299749796
149	48.10008531251623	23.25228169893753
150	48.10023840693525	23.26425766454385
151	48.09950360948675	23.2680619256027
152	48.09186303914028	23.26881514276846
153	48.08553616711013	23.26937960346524
154	48.08100649321575	23.28181625092877
155	48.07666586569443	23.28596763437817
233	47.96837435229595	23.5006364837026
234	47.96996766938788	23.502885814519
235	47.97156878958116	23.50446805470482
236	47.97427335121481	23.50282821521354
237	47.97991062180034	23.50471727835248
238	47.98117842765209	23.50662215444252
239	47.9863569999268	23.51245278733466
240	47.98786265128386	23.51330259322834
241	47.99222289175858	23.51677589450499
244	47.99583108799041	23.52085411302291
245	47.99856753222056	23.52118483311257
265	47.99999428235125	23.63723597891319
266	47.99472259818559	23.6442255567225
267	47.98835716726098	23.65197299824402
268	47.9823829660037	23.66550367602611
269	47.98593835393962	23.68262002044767
270	47.99050927392976	23.69926098783157
272	47.99446047925756	23.71967662518609
273	47.99143288034838	23.73038010213889
